bus_id,type,pd,qd,gs,bs,area,vm,va,basekv,zone,vmax,vmin,lam_p,lam_q,mu_vmax,mu_vmin
1059,2,0,0,0,0,1,1.0258,-11.36,22,9,1.1,0.9,-585.8,13.3,0,0
1060,2,0,0,0,0,1,1.0258,-11.36,22,9,1.1,0.9,-585.8,13.3,0,0
1061,1,0,0,0,0,1,1.0119,-17.239,115,9,1.1,0.9,-60.92,-23.13,0,0
1062,2,0,0,0,0,1,1.0119,-17.239,13.8,9,1.1,0.9,-60.92,-23.13,0,0
1063,2,0,0,0,0,1,1.0119,-17.239,13.8,9,1.1,0.9,-60.92,-23.13,0,0
1064,1,123.76,35.07,0,0,1,0.97684,-24.054,115,9,1.1,0.9,23.25,-3.54,0,0
1065,1,0,0,0,0,1,1.0078,-14.956,115,9,1.1,0.9,-2026.5,113.31,0,0
1066,2,0,0,0,0,1,1,-7.4407,13.8,9,1.1,0.9,-2024,0,0,0
1067,1,101.55,28.77,0,0,1,1.0018,-15.69,115,9,1.1,0.9,-45.37,-60.77,0,0
1068,1,59.4,16.83,0,0,1,0.98761,-16.455,115,9,1.1,0.9,37.47,-15.81,0,0
1069,1,0,0,0,0,1,1.0272,-8.877,115,9,1.1,0.9,-619.52,14.71,0,0
1070,2,0,0,0,0,1,1.04,-4.3825,13.8,9,1.1,0.9,-617.12,0,0,0
1071,1,91.46,25.91,0,0,1,0.99127,-21.394,115,9,1.1,0.9,27.69,-3.35,0,0
1072,2,0,0,0,0,1,1.01,-12.055,18,9,1.1,0.9,28.03,0,0,0
1073,2,0,0,0,0,1,1.01,-5.6615,18,9,1.1,0.9,28.34,0,0,0
1074,2,0,0,0,0,1,1.01,-7.7056,18,9,1.1,0.9,28.2,0,0,0
1075,2,0,0,0,0,1,1.01,-10.463,18,9,1.1,0.9,28.16,0,0,0
1076,2,0,0,0,0,1,0.99127,-21.394,18,9,1.1,0.9,27.69,-3.35,0,0
1077,2,0,0,0,0,1,0.99127,-21.394,18,9,1.1,0.9,27.69,-3.35,0,0
1078,2,0,0,0,0,1,1.01,-10.982,18,9,1.1,0.9,28.19,0,0,0
1079,2,0,0,0,0,1,1.0198,-38.334,500,9,1.1,0.9,38.02,-10.23,0,0
1080,2,0,0,0,0,1,1.01,-10.401,18,9,1.1,0.9,28.06,0,0,0
1081,2,0,0,0,79.77,1,1.03,-18.69,230,9,1.1,0.9,46.26,0,0,0
1082,2,0,0,0,0,1,1.0233,-6.0505,115,9,1.1,0.9,-589.26,7.34,0,0
1083,1,39.95,11.32,0,26.15,1,1.0227,-9.9813,115,9,1.1,0.9,102.17,-13.71,0,0
1084,2,0,0,0,0,1,1.0283,-16.471,115,9,1.1,0.9,-42.65,-7.5,0,0
1085,1,21.3,6.03,0,0,1,1.0116,-15.327,115,9,1.1,0.9,44.1,-0.93,0,0
1086,1,39.67,11.24,0,30,1,1.0187,-17.567,115,9,1.1,0.9,47,-1.18,0,0
1087,1,0.91,0.26,0,14.05,1,1.03,-16.23,115,9,1.1,0.9,-514.2,0,0,0
1088,2,0,0,0,0,1,1,-11.91,115,9,1.1,0.9,82.05,0,0,0
1089,1,40.6,11.5,0,0,1,0.98666,-21.244,115,9,1.1,0.9,-12.44,-0.27,0,0
1090,2,0,0,0,0,1,1.02,-16.064,115,9,1.1,0.9,34.44,0,0,0
1091,1,11.62,3.29,0,0,1,1.0327,-30.81,161,9,1.1,0.9,-23.26,-0.76,0,0
2001,1,48.36,13.7,0,0,2,1.0028,-59.602,161,11,1.1,0.9,141.96,14.24,0,0
2002,1,0,0,0,0,2,1.0128,-61.189,500,11,1.1,0.9,148.2,16.97,0,0
2003,1,0,0,0,0,2,1.0114,-63.443,161,11,1.1,0.9,155.92,19.83,0,0
2004,2,0,0,0,0,2,1.0128,-61.189,13.8,11,1.1,0.9,148.2,16.97,0,0
2005,2,0,0,0,0,2,1.0128,-61.189,13.8,11,1.1,0.9,148.2,16.97,0,0
2006,2,0,0,0,0,2,1.0128,-61.189,13.8,11,1.1,0.9,148.2,16.97,0,0
2007,1,9.54,2.7,0,0,2,1.0037,-59.373,161,11,1.1,0.9,144.56,16.59,0,0
2008,1,8.06,2.28,0,0,2,1.0196,-32.539,161,10,1.1,0.9,6.86,-1.09,0,0
2009,1,39.14,11.09,0,120,2,1.024,-44.929,161,11,1.1,0.9,19.71,0,0,0
2010,1,56.81,16.09,0,30.17,2,1.03,-36.203,161,10,1.1,0.9,-47.2,0,0,0
2011,1,0,0,0,0,2,1.0392,-31.78,500,10,1.1,0.9,24.36,-0.35,0,0
2012,1,0,0,0,0,2,1.0281,-29.554,161,10,1.1,0.9,21.8,-0.72,0,0
2013,2,0,0,0,0,2,1.0308,-29.442,18,10,1.1,0.9,24.37,-0.36,0,0
2014,1,25.43,7.2,0,0,2,1.0193,-33.128,161,10,1.1,0.9,-1.87,-0.83,0,0
2015,1,4.69,1.33,0,0,2,1.0119,-62.949,161,11,1.1,0.9,247.05,17.44,0,0
2016,1,69.27,19.63,0,0,2,1.011,-69.563,161,11,1.1,0.9,2322.9,545.82,0,0
2017,1,0,0,0,-200,2,1.0309,-31.944,500,10,1.1,0.9,21.48,0.19,0,0
2018,1,0,0,0,0,2,1.0285,-31.155,161,10,1.1,0.9,21.67,-0.1,0,0
2019,2,0,0,0,0,2,1.0309,-31.944,20,10,1.1,0.9,21.48,0.19,0,0
2020,1,47.97,13.59,0,0,2,0.99712,-44.577,161,11,1.1,0.9,25.69,4.26,0,0
2021,1,0,0,0,0,2,1.0148,-56.329,500,11,1.1,0.9,135.35,9.95,0,0
2022,1,11.56,3.28,0,0,2,1.011,-58.26,161,11,1.1,0.9,138.84,13.08,0,0
2023,2,0,0,0,0,2,1.02,-54.767,13.8,11,1.1,0.9,134.81,0,0,0
2024,2,0,0,0,0,2,1.02,-54.102,13.8,11,1.1,0.9,134.66,0,0,0
2025,1,39.62,11.23,0,0,2,0.99571,-43.815,161,11,1.1,0.9,17.84,1.53,0,0
2026,1,18.57,5.26,0,0,2,1.027,-30.761,161,10,1.1,0.9,23.86,-0.47,0,0
2027,1,3.55,1.01,0,0,2,1.0033,-60.032,161,11,1.1,0.9,143.72,14.98,0,0
2028,1,14.24,4.03,0,0,2,0.99737,-46.944,161,11,1.1,0.9,44.13,10.69,0,0
2029,1,3.2,0.91,0,0,2,1.0258,-32.522,161,10,1.1,0.9,-8.69,-0.56,0,0
2030,1,47.15,13.36,0,0,2,0.99,-63.652,161,11,1.1,0.9,163.8,24.62,0,0
2031,1,5.77,1.63,0,0,2,1.0275,-29.478,161,10,1.1,0.9,-81.89,7.24,0,0
2032,1,3.35,0.95,0,0,2,1.0057,-58.769,161,11,1.1,0.9,142.62,15.33,0,0
2033,1,13.57,3.85,0,0,2,0.99265,-65.16,161,11,1.1,0.9,172.61,26.28,0,0
2034,1,5.34,1.51,0,0,2,1.0088,-68.887,161,11,1.1,0.9,2456.8,590.25,0,0
2035,1,4.68,1.33,0,0,2,1.0225,-30.411,161,10,1.1,0.9,-98.51,10.26,0,0
2036,1,41.59,11.78,0,0,2,1.0011,-44.179,161,11,1.1,0.9,20.61,1.77,0,0
2037,1,3.5,0.99,0,0,2,1.0232,-63.29,161,11,1.1,0.9,275.41,12.43,0,0
2038,1,2.6,0.74,0,0,2,1.0084,-63.915,161,11,1.1,0.9,159.84,21.48,0,0
2039,1,5.56,1.58,0,0,2,0.99536,-60.324,161,11,1.1,0.9,168.95,23.3,0,0
2040,1,15.9,4.51,0,0,2,1.0085,-58.93,161,11,1.1,0.9,140.74,13.75,0,0
2041,1,0,0,0,0,2,1.029,-27.375,161,10,1.1,0.9,21.89,-0.54,0,0
2042,2,0,0,0,0,2,1.0204,-24.805,18,10,1.1,0.9,21.9,-2.89,0,0
2043,1,4.24,1.2,0,0,2,1.0096,-69.195,161,11,1.1,0.9,2400.3,573.93,0,0
2044,1,27.4,7.76,0,0,2,1.018,-65.017,161,11,1.1,0.9,261.03,18.83,0,0
2045,1,22.61,6.4,0,0,2,0.99657,-45.117,161,11,1.1,0.9,29.44,5.7,0,0
2046,1,22.13,6.27,0,0,2,1.0083,-68.498,161,11,1.1,0.9,2515.9,603.88,0,0
2047,1,14.96,4.24,0,0,2,1.0102,-64.342,161,11,1.1,0.9,1395.6,363.42,0,0
2048,1,6.42,1.82,0,0,2,1.0317,-31.522,161,10,1.1,0.9,-50.44,2.94,0,0
2049,1,11.57,3.28,0,0,2,1.0212,-40.668,161,10,1.1,0.9,-0.79,2.06,0,0
2050,1,3.66,1.04,0,0,2,0.9956,-62.849,161,11,1.1,0.9,156.16,20.53,0,0
2051,1,17.85,5.06,0,0,2,0.99329,-53.824,161,11,1.1,0.9,119.27,25.26,0,0
2052,1,24.84,7.04,0,0,2,1.0197,-31.659,161,10,1.1,0.9,14.13,-1.11,0,0
2053,1,29.13,8.25,0,0,2,0.99358,-59.004,161,11,1.1,0.9,109.28,18.74,0,0
2054,1,0,0,0,0,2,0.99924,-42.825,500,11,1.1,0.9,19.47,0.99,0,0
2055,1,49.62,14.06,0,0,2,0.99905,-43.653,161,11,1.1,0.9,20.75,1.98,0,0
2056,2,0,0,0,0,2,0.99924,-42.825,18,11,1.1,0.9,19.47,0.99,0,0
2057,2,0,0,0,0,2,0.99,-38.424,18,11,1.1,0.9,19.33,0,0,0
2058,1,0,0,0,0,2,1.0293,-26.947,161,10,1.1,0.9,22.11,-0.53,0,0
2059,2,0,0,0,0,2,1.0193,-23.606,13.8,10,1.1,0.9,22.09,-0.53,0,0
2060,1,3.8,1.08,0,0,2,0.99873,-61.567,161,11,1.1,0.9,151.97,19.29,0,0
2061,1,0,0,0,0,2,1.0242,-37.153,161,10,1.1,0.9,-16.07,0.88,0,0
2062,2,0,0,0,0,2,1.02,-34.856,18,10,1.1,0.9,-16.06,0,0,0
2063,1,65.62,18.59,0,40,2,1.0094,-67.861,161,11,1.1,0.9,2559,612.12,0,0
2064,1,10.05,2.85,0,0,2,1.0043,-59.897,161,11,1.1,0.9,145.05,16.18,0,0
2065,1,78.36,22.2,0,100,2,1.0266,-65.249,161,11,1.1,0.9,317.77,0,0,0
2066,1,7.11,2.02,0,0,2,1.0206,-27.5,161,10,1.1,0.9,-119.17,10.1,0,0
2067,1,53.97,15.29,0,0,2,0.99388,-43.737,161,11,1.1,0.9,13.71,1.09,0,0
2068,1,5.76,1.63,0,0,2,1,-41.705,161,11,1.1,0.9,-3.08,-0.22,0,0
2069,1,21.92,6.21,0,120,2,1.0257,-68.742,161,11,1.1,0.9,211.3,0,0,0
2070,1,0,0,0,0,2,1.002,-41.287,161,11,1.1,0.9,-9.28,-0.19,0,0
2071,2,0,0,0,0,2,1,-37.611,18,11,1.1,0.9,-9.22,0,0,0
2072,1,9.71,2.75,0,0,2,1.0193,-66.865,161,11,1.1,0.9,196.27,48.16,0,0
2073,1,0,0,0,0,2,1.0207,-24.995,161,10,1.1,0.9,-134.89,8.38,0,0
2074,1,0,0,0,0,2,1.0104,-23.143,115,10,1.1,0.9,-187.96,4.73,0,0
2075,1,0,0,0,0,2,1.0104,-23.143,115,10,1.1,0.9,-187.96,4.73,0,0
2076,2,0,0,0,0,2,1.0259,-24.097,24,10,1.1,0.9,-134.95,8.36,0,0
2077,1,0,0,0,0,2,1.0234,-60.876,161,11,1.1,0.9,244.47,11.61,0,0
2078,2,0,0,0,0,2,1.02,-57.562,13.8,11,1.1,0.9,242.7,0,0,0
2079,1,4.48,1.27,0,0,2,1.0315,-34.431,161,10,1.1,0.9,-48.53,1.36,0,0
2080,1,16.93,4.8,0,0,2,0.99888,-57.175,161,11,1.1,0.9,160.85,24.69,0,0
2081,1,4.46,1.26,0,0,2,1.0029,-64.718,161,11,1.1,0.9,166.99,24.34,0,0
2082,1,59.03,16.73,0,0,2,1.0055,-44.526,161,11,1.1,0.9,20.42,1.53,0,0
2083,2,0,0,0,0,2,1.02,-42.954,20,11,1.1,0.9,20.31,1.48,0,0
2084,2,0,0,0,0,2,1.0055,-44.526,20,11,1.1,0.9,20.42,1.53,0,0
2085,2,0,0,0,0,2,1.0055,-44.526,20,11,1.1,0.9,20.42,1.53,0,0
2086,1,2.19,0.62,0,0,2,0.99662,-59.136,161,11,1.1,0.9,165.92,23.98,0,0
2087,1,7.9,2.24,0,0,2,1.0235,-27.336,161,10,1.1,0.9,-109.69,9.05,0,0
2088,1,0,0,0,0,2,1.001,-41.405,161,11,1.1,0.9,-5.34,-0.24,0,0
2089,2,0,0,0,0,2,1,-37.804,24,11,1.1,0.9,-5.28,0,0,0
2090,1,2.42,0.69,0,0,2,1.0037,-60.652,161,11,1.1,0.9,146.66,16.35,0,0
2091,1,17.05,4.83,0,0,2,1.025,-33.797,161,10,1.1,0.9,-72.42,7.2,0,0
2092,1,24.11,6.83,0,0,2,1.0083,-66.176,161,11,1.1,0.9,2570,618.26,0,0
2093,1,0,0,0,0,2,1.0288,-30.313,161,10,1.1,0.9,21.74,-0.43,0,0
2094,2,0,0,0,0,2,1.0288,-30.313,13.8,10,1.1,0.9,21.74,-0.43,0,0
2095,2,0,0,0,0,2,1.0288,-30.313,13.8,10,1.1,0.9,21.74,-0.43,0,0
2096,1,0,0,0,-68.51,2,1.03,-27.645,500,10,1.1,0.9,9.97,0.64,0,0
2097,1,0,0,0,0,2,1.0287,-27.098,230,10,1.1,0.9,7.26,0.58,0,0
2098,1,0,0,0,0,2,1.0338,-30.224,161,10,1.1,0.9,-18.41,-1.66,0,0
2099,2,0,0,0,0,2,1.0295,-27.504,18,10,1.1,0.9,9.96,0,0,0
2100,2,0,0,0,0,2,1.0208,-25.039,18,10,1.1,0.9,9.93,0,0,0
2101,1,0,0,0,0,2,1.0124,-62.294,500,11,1.1,0.9,150.87,18.31,0,0
2102,1,0,0,0,0,2,1.0132,-63.738,161,11,1.1,0.9,176.22,27.2,0,0
2103,2,0,0,0,0,2,1.0124,-62.294,20,11,1.1,0.9,150.87,18.31,0,0
2104,2,0,0,0,0,2,1.0124,-62.294,20,11,1.1,0.9,150.87,18.31,0,0
2105,2,0,0,0,0,2,1.0124,-62.294,20,11,1.1,0.9,150.87,18.31,0,0
2106,1,14.4,4.08,0,0,2,0.9911,-65.805,161,11,1.1,0.9,178.08,28.53,0,0
2107,1,74.15,21.01,0,0,2,1.0078,-64.606,161,11,1.1,0.9,192.49,27.88,0,0
2108,1,2.14,0.61,0,0,2,1.0035,-43.408,161,10,1.1,0.9,-182.58,88.36,0,0
2109,1,33.81,9.58,0,0,2,1.0102,-46.06,161,11,1.1,0.9,29.53,4.94,0,0
2110,1,8.59,2.43,0,50,2,1.0267,-61.949,161,11,1.1,0.9,257.17,0,0,0
2111,1,13.95,3.95,0,0,2,0.99731,-48.661,161,11,1.1,0.9,-69.61,41.02,0,0
2112,1,4.54,1.29,0,0,2,0.99473,-49.072,161,11,1.1,0.9,66.39,17.32,0,0
2113,1,0,0,0,0,2,1.0147,-55.86,500,11,1.1,0.9,133.99,9.77,0,0
2114,1,70.78,20.05,0,0,2,1.0124,-57.145,161,11,1.1,0.9,136.16,11.95,0,0
2115,2,0,0,0,0,2,1.0058,-51.874,13.8,11,1.1,0.9,132.25,10.08,0,0
2116,2,0,0,0,0,2,1.0104,-53.795,13.8,11,1.1,0.9,133.15,9.89,0,0
2117,2,0,0,0,0,2,1.0031,-51.236,13.8,11,1.1,0.9,132.18,10.12,0,0
2118,2,0,0,0,0,2,1.0017,-50.729,13.8,11,1.1,0.9,131.9,10.19,0,0
2119,2,0,0,0,0,2,1.0094,-53.343,13.8,11,1.1,0.9,132.97,9.93,0,0
2120,2,0,0,0,0,2,1.01,-50.975,13.8,11,1.1,0.9,132.69,0,0,0
2121,1,2.33,0.66,0,0,2,1.0072,-59.562,161,11,1.1,0.9,142.79,14.66,0,0
2122,1,6.72,1.9,0,0,2,0.99764,-60.762,161,11,1.1,0.9,151.13,19.27,0,0
2123,2,0,0,0,0,2,1.0295,-26.719,161,10,1.1,0.9,21.9,-0.58,0,0
2124,1,21.29,6.03,0,0,2,0.99,-66.878,161,11,1.1,0.9,185.15,31.62,0,0
2125,1,4.06,1.15,0,0,2,0.99636,-66.945,161,11,1.1,0.9,282.33,18.75,0,0
2126,1,14.24,4.03,0,0,2,1.0127,-66.637,161,11,1.1,0.9,433.86,-10.06,0,0
2127,2,0,0,0,-184.86,2,1.04,-33.644,500,10,1.1,0.9,25.38,0,0,0
2128,1,0,0,0,0,2,1.0303,-32.154,161,10,1.1,0.9,24.67,-0.51,0,0
2129,1,6.63,1.88,0,0,2,0.99411,-65.722,161,11,1.1,0.9,177.89,27.75,0,0
2130,1,0,0,0,0,2,1.0055,-42.033,161,10,1.1,0.9,-210.8,96.3,0,0
2131,1,0,0,0,0,2,1.0006,-39.466,115,10,1.1,0.9,-270.01,97.46,0,0
2132,1,11.94,3.38,0,10,2,1.0168,-41.186,115,10,1.1,0.9,-264.31,99.56,0,0
2133,1,5.68,1.61,0,0,2,1.0182,-60.2,161,11,1.1,0.9,228.43,15.14,0,0
3001,1,0,0,0,0,3,1.0137,-55.705,230,28,1.1,0.9,47.38,6.47,0,0
3002,1,112.86,31.98,0,0,3,1.0018,-58.139,115,28,1.1,0.9,45.23,5.45,0,0
3003,1,0,0,0,0,3,1.0178,-18.168,115,27,1.1,0.9,-695.07,17,0,0
3004,2,0,0,0,0,3,1.0129,-16.579,18,27,1.1,0.9,-694.75,16.93,0,0
3005,1,7.34,2.08,0,0,3,1.02,-58.123,115,28,1.1,0.9,20.22,2.01,0,0
3006,1,7.35,2.08,0,0,3,1.0052,-26.758,115,27,1.1,0.9,-794.62,136.2,0,0
3007,1,14.96,4.24,0,0,3,1.0157,-24.597,115,27,1.1,0.9,-1158.3,188.58,0,0
3008,1,19.81,5.61,0,0,3,0.99638,-36.955,115,27,1.1,0.9,-393.06,160.71,0,0
3009,1,12.54,3.55,0,0,3,1.0214,-31.108,115,28,1.1,0.9,-263.41,27.71,0,0
3010,1,4.67,1.32,0,0,3,1.0026,-57.073,115,28,1.1,0.9,20.45,1.72,0,0
3011,1,27.14,7.69,0,0,3,1.0168,-61.057,115,28,1.1,0.9,287.9,37.44,0,0
3012,1,0.56,0.16,0,0,3,1.0182,-60.659,115,28,1.1,0.9,300.44,34.53,0,0
3013,1,64.56,18.29,0,65,3,1.0188,-28.428,115,27,1.1,0.9,-960.18,183.86,0,0
3014,1,22,6.23,0,0,3,1.0191,-53.242,115,28,1.1,0.9,76.17,27.97,0,0
3015,1,5.36,1.52,0,0,3,1.0153,-16.953,115,27,1.1,0.9,-269.59,-197.31,0,0
3016,1,0,0,0,0,3,1.0119,-21.862,115,27,1.1,0.9,-1129.8,123.33,0,0
3017,2,0,0,0,0,3,1.01,-16.669,18,27,1.1,0.9,-1138.8,0,0,0
3018,1,0,0,0,0,3,1.0303,-29.039,230,27,1.1,0.9,-157.19,-28.19,0,0
3019,1,0,0,0,40.95,3,1.03,-30.638,115,27,1.1,0.9,-213.19,0,0,0
3020,2,0,0,0,0,3,1.03,-24.919,13.8,27,1.1,0.9,-154.13,0,0,0
3021,1,1.94,0.55,0,0,3,1.0054,-35.542,115,27,1.1,0.9,-338.63,100.99,0,0
3022,1,24.59,6.97,0,0,3,0.9989,-18.045,115,27,1.1,0.9,-50,-138.8,0,0
3023,1,10.41,2.95,0,50,3,1.0269,-26.896,115,27,1.1,0.9,-538.51,0,0,0
3024,1,10.13,2.87,0,0,3,1.0258,-31.076,115,28,1.1,0.9,-229.7,-19.67,0,0
3025,1,13.67,3.87,0,0,3,0.99894,-45.325,115,28,1.1,0.9,-105.46,77.83,0,0
3026,1,0,0,0,0,3,1.0289,-36.618,230,27,1.1,0.9,-722.65,73.67,0,0
3027,1,0,0,0,0,3,1.0192,-37.22,115,27,1.1,0.9,-740.59,323.85,0,0
3028,2,0,0,0,0,3,1.04,-34.034,18,27,1.1,0.9,-726.05,2398.8,0,0
3029,1,4.87,1.38,0,0,3,1.0301,-53.518,115,28,1.1,0.9,47.79,0.36,0,0
3030,1,129.72,36.75,0,80,3,1.0178,-39.897,115,27,1.1,0.9,326.72,-108.02,0,0
3031,1,14.73,4.17,0,0,3,1.0006,-26.115,115,27,1.1,0.9,-579.08,82.95,0,0
3032,1,72.86,20.64,0,0,3,1.0023,-26.985,115,27,1.1,0.9,-959.52,165.5,0,0
3033,1,0,0,0,0,3,1.0089,-14.969,115,27,1.1,0.9,-809.5,10.49,0,0
3034,2,0,0,0,0,3,1.03,-5.7029,22,27,1.1,0.9,-806.79,0,0,0
3035,1,3.47,0.98,0,0,3,1.0021,-44.439,115,28,1.1,0.9,-96.95,75.17,0,0
3036,1,5.8,1.64,0,0,3,0.99882,-41.632,115,28,1.1,0.9,-204.01,116.17,0,0
3037,1,0,0,0,0,3,1.0274,-25.407,230,27,1.1,0.9,4.62,-6.5,0,0
3038,1,0,0,0,0,3,1.0076,-20.036,115,27,1.1,0.9,-111.31,-91.92,0,0
3039,2,0,0,0,0,3,1.04,-22.83,13.8,27,1.1,0.9,5.22,-6.36,0,0
3040,1,14.61,4.14,0,0,3,0.99718,-34.255,115,27,1.1,0.9,51.99,-29.69,0,0
3041,1,0,0,0,0,3,1.0199,-29.136,230,27,1.1,0.9,44.29,-9.74,0,0
3042,1,8.75,2.48,0,0,3,1.0069,-18.791,115,27,1.1,0.9,-170.93,-1.39,0,0
3043,2,0,0,0,0,3,1.0199,-29.136,13.8,27,1.1,0.9,44.29,-9.74,0,0
3044,2,0,0,0,0,3,1.0199,-29.136,13.8,27,1.1,0.9,44.29,-9.74,0,0
3045,2,0,0,0,0,3,1.0199,-29.136,13.8,27,1.1,0.9,44.29,-9.74,0,0
